id,user,created_at,text,,,fav,RT,follower,follows
1.33E+18,PLBkWEvS2iFQeWp,2020/11/11 0:11,@takapekotantan 問題を起こしたとか、やりたいことが出来ないとか、いろいろあるとは思うので、否定は出来ませんが、ジャニーズ事務所に関して言えば、本当にもったいない。山下智久って名前だけで、何でも出来るポジションだと思うのですが🤔ファンも困惑しちゃいますよね😅,0,,1,0,110,230
1.33E+18,yukanooooo,2020/11/11 0:04,なんか…事務所のやり方を否定するつもりはないけど…活動再開を待ってる間に、退所しましたっていう過去形の発表…この形、既視感滝翼と一緒滝翼は本当に本当に活動再開待ってたのにもう解散してましたっていう発表でついに私が好きだった人達がことごとくいなくなった…😅,0,,7,3,1537,178
1.33E+18,syin_jp,2020/11/7 23:41,印象操作ひつこいね。都構想住民投票は協定書を許可するか否かの選挙。大阪維新の市政評価は７割。維新に否定などとすりかえるのが日経の報道レベルなのかね。 https://t.co/vrsIjIWYF3,0,,0,1,437,149
1.33E+18,manyaguwa,2020/11/7 21:45,まだ負けを認めてないので、ゴタゴタは続きそう。市場はどうなる…トランプ氏「認定されてない」とバイデン氏当確を否定バイデン氏の勝利報道を受け、トランプ大統領は７日、声明を出し「単純な事実は、選挙の終結には程遠いということだ」と強調。法的対応を本格化へhttps://t.co/K1oE17bCTz https://t.co/9HzNyN9J8M,0,,0,0,206,237
1.33E+18,jsta_jp,2020/11/10 18:23,移籍報道浮上のC・ロナウド、PSG行きも？　レオナルドSDは可能性否定せず https://t.co/aWpn6LxJdf,0,,3,0,60,37
1.33E+18,ktmctgm,2020/11/11 8:02,東京都で新たに317人の感染確認　２カ月半ぶりに300人上回るいよいよGO TOの影響が顕著に出てきた。政府はGO TOの影響を関係ないと否定しているがそれはあり得ない。報道1930で自民の武見議員がPCR検査を無料、保険扱いに提言しているが抵抗があるようなことを言っていた。やらないともっと増える。,0,,0,0,993,905
1.33E+18,cat_patalliro,2020/11/7 23:59,何でもすぐにデマだとか、他で否定される報道があったからってはい嘘松みたいなさ、そういうのよくわからないんだよね。その報道も本当かどうか私達には分からないんだよ。だからいくつも情報を集めて一旦保留にして、その中でこれはどうやら本当っぽいぞと思うものだけさらに注視して見ればいい。,,,2,0,564,1235
1.33E+18,Jeremy_L_Mercy3,2020/11/7 23:59,"@kajjackn 一部の先走ったデマを根拠に全体を否定しようとしても、それは""ミクロとマクロのすり替え""と呼ばれる使い古された #詭弁 に過ぎませんよ🤭",,,284,54,53529,7111
1.33E+18,dandonban,2020/11/7 23:44,「アメリカは半分途上国」って人のTLを見に行ったら、既に否定されている各国のデマ画像が貼られていて、あっー！ってなった＾＾；,,,0,0,1,49
1.33E+18,EijiroOzaki,2020/11/7 23:30,【米国テレビ選挙報道について】◆ 司会者らが、非常に淡々と事態を伝えようという姿勢に徹する。◆ 政治の“専門家”が解説する。◆ エンタメ色は無い。◆ 解説時のデータが豊富で、見通しが細かい。◆ デマ情報はきっぱり否定する。◆ 討論会も投票速報も、地上波キー局が放送する。,,,0,0,206,237
1.33E+18,tanuki581,2020/11/7 23:08,@rompaaroom @tsukasa377 文通費のなんか公衆の面前で志位和夫氏に明確に否定され、逆に維新の領収書のインチキぶりを晒されたのに、まだデマを撒き散らしてるんだな。,,,0,0,1070,3806
1.33E+18,ohitori10man,2020/11/7 23:04,@chpyhpy あなたみたいに事実を受け入れられないでデマにだまされてる人達はどこの国にもいますからね。。。トランプがでっちあげたデマは複数のファクトチェック機関から否定され、トランプ自身が流したデマは事実と認められてます。,,,0,0,1700,4999
1.33E+18,dt4zOMvY0PzHISi,2020/11/7 23:01,@chiakiasami おはようございます。現在、五輪中止のデマが拡散されてますね。公式は完全否定してます。https://t.co/ydprECi7eb,,,0,0,206,237
1.33E+18,chat___noir,2020/11/7 22:02,今回の米国大統領選に対するネット上の言動ではトランプ支持者の中に根拠のないデマを信じそれが報道によって否定されても「真実はネットの中に」というすでにネットの中ですら時代遅れになった価値観にしがみついてデマを拡散し続けるものが目立った。現実を見ないのは誰かが明らかになったとも言える,,,3,1,379,264
1.33E+18,aruth_kennedy,2020/11/7 21:36,数々の不正疑惑もデマだとメディアは結論付けてるけど、監視員の排除等いろいろ否定しきれない点もあるだろうに。どっちの主張が正しいにしろ、ちゃんと法廷でハッキリしてほしい。このまま終わるのは流石に納得できかねる人多いぞ,,,28,2,4628,730
1.33E+18,bessei_family,2020/11/7 21:27,選択的夫婦別姓は、日本崩壊を招くわけではありません。選択制夫婦別姓法案に否定的な意見の多くは、デマや誤解から広がっています。あなたの考え方は正しいですか？　今一度、家族やパートナーの方と話し合って、正しい知識と認識を。#選択的夫婦別姓　#夫婦別姓,,,0,0,75,80
1.33E+18,nemurikuma2,2020/11/7 20:25,「ウィスコンシン州で投票率が100％を超えた」「バイデン氏の不正」はデマ。当日に有権者登録が可能、保守系メディアも否定 https://t.co/dI7mRqcMHu 当日に有権者登録可能ってのがザルやろ。,,,5,0,1443,1266
1.33E+18,ueyamakzk,2020/11/7 19:04,トランプ派から出た根拠の怪しい主張、あるいは明白なデマをことさらに取り上げ、「見ろ、デマばっかりだ」で、本当に否定できない選挙不正の話はガン無視。このやりかたで来るでしょう。,,,0,1,437,149
1.33E+18,Pooh_advanced,2020/11/7 18:49,@Argenco2 @takej9S9YPrCit8 @taigiasaga @tim123456789021 @Mi5Sas @battlepodx @simulacra18 @drbsiel1saq3bXx @R42764064 @mamegomahyphen @davs_no_nikki @DID_2021039103 @nogawam @AARKdbWeK7hQeCV @kusoyaroh333 @01SOac9T5TVRupq @GyuMarumaru @motomototomochi @shortfacebear72 @NaG0PvGhjt3UYIG @handofatonement @togatogaunion @asatian @jupiterthunder_ @kongyouguai @muracbion @Nanasato_Amane @komakimaco @HellHand11111 @u1PODkBrs9IEaVw @MdJbvgy @sosonegai @xxmalsxx1 @bTMKfiDFpf1ckFC @2CzfFfm1cyi4BnL @nanafushinonon @8rtMp2JRdAj9bSA @PachelbelCanonD @okapizero @system00734 @makotodeth @ekesete1 @packraty @gintatakamatu @sICknXi7EwcKLRL @ro_oka @mitsusato_ @Elice_13 @TR_727 @dennokoziguzagu いやお前東大教授が明確に否定してる主張をしてその根拠きかれて出せないんだからデマでしかないわ。（苦笑）,,,2,0,64,126
1.33E+18,cranberry_0001,2020/11/7 18:28,@masanon_o @934bQHcUM1G1NEL @zajH8sGCja2SYKq 否定してようがしまいが関係ありませんよ。第三者には分からないですものね。もし私がこの証明されていない主張を触れ回っても、「犯人ではない」と証明されるまではデマにならないんでしょう？？,,,1,0,170,24
1.33E+18,Dz_2nd,2020/11/7 18:15,デマの検証結果が正しいかどうかも検証する必要がある。たしかにそれも問題である。一番の問題はそれを主張するのは十中八九都合の良い情報を否定されながらも悪あがきする連中だということ。,,,2,1,71,277
1.33E+18,taichi1877,2020/11/7 18:09,少なくとも簡単に否定できるタイプのデマを未だに言ってるフォロワーもいるっぽいの超しんどいな不正があったかないかとかは変な断言はせんが,,,0,0,10,625
1.33E+18,sugoiyarapyuta,2020/11/7 18:06,アウトって何だろ公然と叩いて燃やして人間性を否定してデマさえも正当化して嫌がらせしても良いという精神的お墨付きのことではないよね？まさかね？みんな法治国家の民主主義の成熟した社会に生きる、一身独立した個人なんだから。 https://t.co/OuiPQhzQUO,,,0,0,2724,4947
1.33E+18,TrinityNYC,2020/11/7 18:06,実際の在米や在英の長年の経験者らから否定されても否定されても、馬鹿デマを流し続けるめろいまｗｗ,,,0,0,0,22
1.33E+18,shukinokaze,2020/11/7 18:01,ネット右翼は、最初からそうだったのかもしれないが、もうただの反左派・反リベラルに過ぎない自分たちより左に見える人たちを否定するだけ批判ですらない、否定・嫌悪バイデン氏を必死で否定し、トランプ大統領をデマやらで擁護するのは、左派が気に食わないだけ理由は、殆ど後づけでしかない,,,0,0,3612,4993
1.33E+18,cranberry_0001,2020/11/7 17:58,@masanon_o @934bQHcUM1G1NEL @zajH8sGCja2SYKq masanonさんが未解決事件の犯人だという「証明されていない」主張や決めつけをmasanonさんが否定しても、その主張はデマにならないのですよ？犯人ではないと証明されるまでは。,,,0,0,1280,1287
1.33E+18,nanami6666,2020/11/7 17:56,トランプ支持だった人は、デマや嘘や与太話を鵜呑みにし続けない方がいいよ。それ、全部否定されてる内容だよ,,,5,1,437,149
1.33E+18,thomas_kz,2020/11/7 17:46,「ウィスコンシン州で投票率が100％を超えた」「バイデン氏の不正」はデマ。当日に有権者登録が可能、保守系メディアも否定 https://t.co/0Co5D7c2hy,,,0,0,6,22
1.33E+18,cranberry_0001,2020/11/7 17:44,@masanon_o @934bQHcUM1G1NEL @zajH8sGCja2SYKq masanonさんがいくら否定されても、証明されるまでは、「デマ」ではないですもんね。,,,1,0,5,50
1.33E+18,NIX_51,2020/11/7 17:32,FOXニュースですら否定してるようなトランプ陣営側のデマや陰謀論を本気で信じていそうな日本語ツイートとか見かけると本当に暗澹とした気持ちになりますね。,,,0,0,153,86
1.33E+18,thekagaseknight,2020/11/7 17:30,こういうただの与太話的なものがいつしか話し手の意図を超えて陰謀論やデマのソースになるので安易な拡散には本当に気をつけましょう。そのうち鵜呑みにした人たちが「じゃあ否定出来る根拠は？」とか言い始める地獄。 https://t.co/R12OXvRqnP,,,1,0,50,83
1.33E+18,SAHAS3342,2020/11/7 17:30,@henjinmask これ、オスプレイは危険な機体だと印象操作するためのデマやろ❗クワンティコ基地にオスプレイあるじゃん。アメリカの大都市の上空も普通に飛んでるじゃん。事故率はアメリカ海兵隊型でクラスA事故率2.50平均的じゃん。デマばっか❗こんなデマを否定する証拠の動画は探せば幾らでも出て来るぞ‼️ https://t.co/BTzQD9SKyp,,,0,0,124,530
1.33E+18,eriyasatou,2020/11/7 17:30,いくつものデマにもれなく検証による否定が行われているのにデマを共有する人々は一切その情報を受け入れない。これはまさに精神病理現象です。そしてそれが保守を自称し愛国者を自称する人々に顕著であることも深刻な社会病理です。まあ最近は保守や愛国というのはそういうものなのかもなあとも。,,,0,0,124,530
1.33E+18,Pooh_advanced,2020/11/7 17:13,@Argenco2 @takej9S9YPrCit8 @taigiasaga @tim123456789021 @Mi5Sas @battlepodx @simulacra18 @drbsiel1saq3bXx @R42764064 @mamegomahyphen @davs_no_nikki @DID_2021039103 @nogawam @AARKdbWeK7hQeCV @kusoyaroh333 @01SOac9T5TVRupq @GyuMarumaru @motomototomochi @shortfacebear72 @NaG0PvGhjt3UYIG @handofatonement @togatogaunion @asatian @jupiterthunder_ @kongyouguai @muracbion @Nanasato_Amane @komakimaco @HellHand11111 @u1PODkBrs9IEaVw @MdJbvgy @sosonegai @xxmalsxx1 @bTMKfiDFpf1ckFC @2CzfFfm1cyi4BnL @nanafushinonon @8rtMp2JRdAj9bSA @PachelbelCanonD @okapizero @system00734 @makotodeth @ekesete1 @packraty @gintatakamatu @sICknXi7EwcKLRL @ro_oka @mitsusato_ @Elice_13 @TR_727 @dennokoziguzagu もう終わったんですよ。（苦笑）現場の証言なんて大元の法制度で否定されてしまえば誤認、デマの一言で終わりなんですよ。あなたは自説の証明に失敗した。それが厳然たる事実です。なんですか、土俵から押し出された後で負けてないとか言い張ってもみっともないだけですよ。（苦笑）,,,1,0,126,184
1.33E+18,markunisrn,2020/11/7 17:13,@OrdinaryEnginJP @tamabarin そのとっっっっっくに否定されたクソデマまだ信じてるんだね。https://t.co/8XEVCEhuCU,,,0,0,82,90
1.33E+18,senjukannon1969,2020/11/7 17:03,あとはトランプが敗北宣言をするだけだが、たぶん法廷闘争を続けて終結を認めないだろうな。しかし、日本のネトウヨはもう諦めるべき。バイデン当選を否定する根拠はデマしか残ってない。【アメリカ大統領選 バイデン前副大統領当選確実 ABCテレビ】https://t.co/JFunYRtQhj,,,0,0,107,354
1.33E+18,noa_nero,2020/11/7 16:55,@iiwakoiwa2323 @NikoNe_san_2525 「憶測でこう言う情報を流すのをデマという。」見事なブーメランを見たwww証拠の提示もなく、憶測で否定してるwww,,,2,0,3557,2405
1.33E+18,shinada04,2020/11/7 16:55,頭Qな日本人が今も流し続けてるデマはもう全部否定されてるフェイクニュースだからな…,,,1,0,558,466
1.33E+18,kanatadouble,2020/11/7 15:48,@TKM_BNBN 単なる1フォロワーが、デマなどを流す強い影響力を持つ1アカウントに対し優位にたてるほどの説得力を持つのは難しいでしょう。例えば、デマ側が否定するようなものと同様と見做される内容（例えば既存メディアがこう言っている）であれば、説得力を持たせることは至難の技です,,,837,152,620762,577
1.33E+18,mrokhsm,2020/11/7 15:30,誰かがデマを流すのは簡単にできてしまう。しかしデマを否定する人はちゃんとした客観的な証拠を集めなくてはいけないので苦労する。そのうち面倒臭くなってデマを否定する人がいなくなる。そしてデマが真実だと思う人が増える。,,,2,0,3557,2405
1.33E+18,tokoroten510,2020/11/7 15:26,バラバシ　一瞬　フォロワーさん　アルシエン　清水さん　記念　暴慢　傲慢　https://t.co/MeFW4oDwYe　スマイリーキクチ　smiley_kikuchi　ネットにデマを書き込まれて風評被害に遭い、何度も否定してるのに信じてない人間がいる。デマを鵜呑みにする者は「デマなら訴えるはず、否定だけなら真実だ」,,,5,0,261,548
1.33E+18,tMorishima43,2020/11/7 15:20,@twintortoise 今に主に広がってるデマは共和党の選挙人が追い出されて監視出来なかったと言うもので、このレポーターが完全に否定してますね。距離に関しては25フィート離れているからと言って、数万、もしくは数十万の票をすり替えたりとか常識的に考えづらいですし、何れにしても大規模な不正の証拠はないですね。,,,11,2,1280,1287
1.33E+18,Pooh_advanced,2020/11/7 15:13,@Argenco2 @takej9S9YPrCit8 @taigiasaga @tim123456789021 @Mi5Sas @battlepodx @simulacra18 @drbsiel1saq3bXx @R42764064 @mamegomahyphen @davs_no_nikki @DID_2021039103 @nogawam @AARKdbWeK7hQeCV @kusoyaroh333 @01SOac9T5TVRupq @GyuMarumaru @motomototomochi @shortfacebear72 @NaG0PvGhjt3UYIG @handofatonement @togatogaunion @asatian @jupiterthunder_ @kongyouguai @muracbion @Nanasato_Amane @komakimaco @HellHand11111 @u1PODkBrs9IEaVw @MdJbvgy @sosonegai @xxmalsxx1 @bTMKfiDFpf1ckFC @2CzfFfm1cyi4BnL @nanafushinonon @8rtMp2JRdAj9bSA @PachelbelCanonD @okapizero @system00734 @makotodeth @ekesete1 @packraty @gintatakamatu @sICknXi7EwcKLRL @ro_oka @mitsusato_ @Elice_13 @TR_727 @dennokoziguzagu なんだ。デマ吐きの今田氏か。（苦笑）今田氏の説は、東大教授の外村によって否定されていますよ。それがあなたの根拠ならデマだったということです。（苦笑）,,,19,12,2313,400
1.33E+18,a_a0906usapyon,2020/11/7 15:09,沈黙はある種の肯定だ。誤解や臆測、デマや誹謗中傷があるとするなら、きちんと問題部分を指摘しつつ否定や訂正、補足をしなければ肯定と受け止められても文句は言えない。無実を訴える側がそれを証明するものなら、事務所もそれらをきちんと立証する必要があるのでは？,,,0,0,1718,2357
1.33E+18,Michaelponn,2020/11/7 14:40,@hiroyuki_ni デマやフェイクは多々あるようだけど、まだ否定されてない情報もあると思うよ。英語サイトだけど、Chromeの翻訳機能とか使えば日本語でも見れるよ。興味あれば。https://t.co/lcPutH6FPh,,,0,0,810,1020
1.33E+18,GDdsglc7EVdFMWy,2020/11/7 14:32,@jda1BekUDve1ccx @ganaha_masako あのーそれとっくに否定されてるデマです。父親と同じ名前の息子が投票したとかオンラインの有権者登録の際に暫定的に年齢を登録した人とかそんなのばっかですデマを流さないで下さいね,,,316,5,4865,4869
1.33E+18,New_BIG_S,2020/11/7 14:29,@kyoutonoinaka @alo3677 書き直し。ふ～ん。そうですか。あ、僕別にマスク好きじゃないですよ。あなたのようにデマで非科学的な理由でマスクを否定する人をおかしいなと思ってみてるだけです。でも、6割のマスクって、例年より多くないですか?,,,8,2,669,737
1.33E+18,firefly9436,2020/11/7 14:27,あとがきで著者が「自分も「在日特権」をなんとなく信じていた時期があった」と告白している。デマに対して瞬時にそれを看破し否定するのは実は容易ではなく、そこにつけこむのがデマゴーグのやり口だ。自分も辺野古で座り込んだことで、日当デマや外国人デマを完全否定できるようになったわけだし。,,,0,0,2751,5000
1.33E+18,firefly9436,2020/11/7 14:27,野間易通「「在日特権」の虚構　増補版」読了。デマを流布するのは簡単でも、エビデンスに基づいてデマを否定するのは多大なコストを要する。しかし、だからと言ってちゃんと反論しなければデマは「事実」となってしまう。いまだ巷に蔓延っている在特会発のデマを逐一論駁する本書の存在価値は高い。,,,12,6,2395,2062
1.33E+18,yatagarasu0420,2020/11/7 14:25,@kochimoka どちらかと言うと、まともな議論を交わさずに反対意見を頭ごなしにデマなどと否定し抑えつけようとする環境が問題でしょうね。SNSは本来感じたことをツイートしていい場でしょう。皆異なる人生を歩んでいるのだから、異なる意見があって当たり前ですよね。,,,6,0,1046,854
1.33E+18,hakaru52134707,2020/11/7 14:19,デマ流す組織があるってこと！「ウィスコンシン州で投票率が100％を超えた」はデマ。当日に有権者登録が可能、保守系メディアも否定(ハフポスト日本版)#Yahooニュースhttps://t.co/x9MVRkKwTA,,,0,0,249,453
1.33E+18,kamata20170815,2020/11/7 14:18,ハフだから一度は疑わないといけない面倒さ「ウィスコンシン州で投票率が100％を超えた」はデマ。当日に有権者登録が可能、保守系メディアも否定（ハフポスト日本版） - Yahoo!ニュース https://t.co/b9h8xVPxR6,,,6,2,370,189
1.33E+18,xiongmao53,2020/11/7 14:03,@mitsusato_ @3z45501158 小林はアイヌの来歴にまでは踏み込んで、デマを飛ばしませんでしたね。アイヌは既に「同化」されているとヘイトをぶち、更にはアイヌ民族の存在を否定するため、民族の存在自体を否定し出しました。,,,1,0,599,151
1.33E+18,takanosuke7,2020/11/7 13:50,@hiroshimilano 何でウヨ界隈は必死になってトランプを擁護するのだろう？と考えてみた。「バイデンは不正」「中国と○○」等のデマや妄想は底辺ウヨを洗脳する為。たぶんバイデンが「大企業富裕層増税」「再生可能エネルギー推進」をやったら日本の政策が否定される事になり、既得権益を持つ者が困るからだろう。,,,0,0,77,82
1.33E+18,hiroyuki_ni,2020/11/7 13:42,トランプ氏の「フィラデルフィアで、共和党員は開票作業を見れなかった」というデマに対し、現場レポーターが「真実ではない(✖️3回)。共和党からも民主党からも監視員が居た」と否定。トランプ応援団と言われてたFOXニュースが、デマを否定する流れ。沈没船から逃げる人達が出てきた模様。 https://t.co/Kawh9tYd5U,,,1,0,434,1087
1.33E+18,xiongmao53,2020/11/7 13:40,@3z45501158 @mitsusato_ どうも。それで言うと、アイヌが先住民族であることを否定して、「鎌倉期の外来」であるというデマを主張するため、定説となっているアイヌと縄文人の濃厚な関係を否定するネトウヨが多いですね。そんな彼らが信仰として持っているのが、和人は縄文人の子孫で渡来系は殆ど関係ないという一昔前の➡,,,1,0,1580,1476
1.33E+18,kyokyo0001,2020/11/7 13:35,@ZYfV3ZWkkYMoETZ 少なからず影響はあるでしょう。卒業メンバーが推しだったファンが離れた可能性も否定出来ない。デマに踊らされ信じて去った方もいるでしょう。しかし騒動後の新規もいるのも事実、振り返っても致し方ない。メンバーと共に前を向きしっかり支え応援していきましょう！🤗,,,3,0,2877,2855
1.33E+18,tMorishima43,2020/11/7 13:33,ペンシルベニアの開票場で共和党の選挙監視人が追い出されたというトランプ側の主張を、現場にいるFOXニュースのレポーターが完全否定。こうやって一つ一つ不正選挙デマが潰されていくのは気持ちがいい。 https://t.co/L1FpBgZQd9,,,1,0,3120,952
1.33E+18,ramos59454108,2020/11/7 12:59,@tsukuru_ouu @alo3677 あとトドさんはPCR不要論者が、PCRは感度が低い！とデマをばら撒いていた時、それを支持してたので不要論者だと思っていましたが？https://t.co/0VEFyldukc医療者の間では、いやいや採取感度の問題だろ…って感じでしたが。@alo3677氏は二検体採取で感度が上がることを否定したい様ですが、実際,,,0,0,1035,1753
1.33E+18,0MarcoRossi,2020/11/7 12:44,@koniy1118new @ayashii2gou @Sho_yoro_happy @bNDvdARecC642Z0 @cnn_co_jp あなたのしていることは、数字を使うといった合理的な説明ができずに困っているため、デマという決め付けで片付けて、誤魔化そうとしているということ。自分の気に入らない事実はデマと呼んで否定する、説明する気は無いから何も困らない、と。良心が痛みませんか？親が泣くよ。 https://t.co/gtZV6fhu3k,,,74,4,8978,676
1.33E+18,iromurasaki,2020/11/7 12:36,@l1S78fahLLo8T0G @Akira_Amari @74pagu 散々ありとあらゆるメディアで否定されてるデマ　まだ信じてんの？,,,1,0,652,566
1.33E+18,GODjihyo0201_,2020/11/7 12:34,最初はデマやと思ったけど、あまりにも証拠が揃いすぎたな🤧事務所は否定せんし、男の方はインスタ消すし、俺はチェヨンちゃん応援するよ！ただカムバック真っ最中でこの騒ぎはタイミングが悪いな🙄ジヒョの時みたいに失礼な記者が来ないことを願いたい。 https://t.co/4JikM6ZvsZ,,,5,1,281,534
1.33E+18,kusare_ged0,2020/11/7 12:22,米国の大統領選挙で不正が行われていた可能性は否定しないけど、本土米国でトランプ寄りのメディアすら認めていないローカルな噂レベルの疑惑を取り上げるのはやめよう。噂やデマを含めた疑惑を集めて「合わせ技一本」にしようとするのってモリカケで騒いでる人とやってること変わらんから。,,,3,2,1440,389
1.33E+18,okerchanyu,2020/11/7 12:09,@tsuda @sanadian_dadd トランプ大統領の不正選挙発言を否定する人がデマです。ある程度の発言力のある人は不正選挙の工作員とみなされるので外観誘致罪の疑いを掛けられます。残念でした。,,,1,0,143,0
1.33E+18,fukashigi22,2020/11/7 12:08,誰かが混乱させるためにデマってます。露大統領府、プーチン大統領はパーキンソン病を患っているという報道にコメントhttps://t.co/qtAW3FeVLwロシアのペスコフ大統領報道官は、プーチン大統領がパーキンソン病を患っており、2021年初頭に辞任する可能性があるとの報道を否定した。,,,0,0,1060,3223
1.33E+18,_no_dictator,2020/11/7 12:03,不正デマについて「FOXが番組内で不正について否定している。珍しいことです。トランプ大統領はこの24時間とても静かです」いつもながら知的な皮肉。 https://t.co/Zl5OKpnzqa,,,6,1,422,641
1.33E+18,ika_0302,2020/11/7 11:57,デマ連呼・アンドリーちゃんの不正選挙デマが止まらない日本で「ムサシガー」とか言ってる左翼連中と大差なくなってきた🥺陰謀論者が行き着くところは最終的に同じになる現実を直視できなくなり、既存のシステムの否定に走るこれは一部の左翼・右翼と反緊縮界隈に見られる https://t.co/9VLH9Yufkk,,,40,26,7192,802
1.33E+18,konkonkitafox,2020/11/7 11:53,@bluey67 @tv_asahi_news 「ウィスコンシン州で投票率が100％を超えた」はデマ。当日に有権者登録が可能、保守系メディアも否定https://t.co/4TnwlKswpN,,,0,0,20,36
1.33E+18,pomomi,2020/11/7 11:53,@100MANACO トランプ大好きな本気系、かなり居ますね。わたしも驚きました。あのfox newsですら否定したデマを未だ信じて、ばら撒いていたり。都市伝説や陰謀論を信じるメカニズムをそこそこ知っているつもりでしたが、新しい段階に入っている様子。脳内で、きれいな説明が見つからないです。,,,11,0,161,141
1.33E+18,tietietypeb,2020/11/7 11:48,@yourbomgt @randorigogo デマだよ？笑 トランプのツイートが出典だろ？それ。即時にアメリカメディアから否定されてたけどな。それを知らないんだろ？ホント笑えるわ。😂,,,7,0,161,141
1.33E+18,nagashima15,2020/11/7 11:47,松原さんへ橋下徹はウソとデマを振りまく詐欺師「これからは政治には口を出しません」はウソ「今の日本の政治で一番重要なのは独裁」は民主主義の否定「アメリカやイギリスの学者団体には税金投入はない」はウソでありデマ詐欺師を意見の異なる人としてテレビ出演させるのか、それとも営業ですか https://t.co/7YTKLYNAnJ,,,0,0,161,141
1.33E+18,G76whizkidz,2020/11/7 11:46,「ウィスコンシン州で投票率が100％を超えた」「バイデン氏の不正」はデマ。当日に有権者登録が可能、保守系メディアも否定 | ハフポスト https://t.co/ZY5RKExtDA #society ：胡散臭いのでスルーしてたらデマだった。安直に胡散臭いツイートをリツイートするのはそれこそ差し控えたい。,,,3,1,2,33
1.33E+18,AinuHateCounter,2020/11/7 11:36,「アイヌ利権」デマがいつも最終的にたどり着くのは「アイヌ民族は存在しない」。歴史的事実と生活格差を無視・否定した上、和人が必要としていない政策の合理性はないという主張だから。民族の差異を抹消するのが「アイヌ利権」デマの狙い。現代版同化主義である。＃アイヌ #Ainu,,,0,0,64,126
1.33E+18,loveearth1004,2020/11/7 11:28,「ウィスコンシン州で投票率が100％を超えた」「バイデン氏の不正」はデマ。当日に有権者登録が可能、保守系メディアも否定 https://t.co/zR47o3Ogbe,,,0,0,422,641
1.33E+18,gin_geo,2020/11/7 11:25,デマが否定されたと思ったら更に新たに「集計ソフトがおかしい」って、これまた真偽の程はどうなのよ。話題として鮮度落ちんなオイ( ´д`),,,0,0,191,177
1.33E+18,misakifes1,2020/11/7 11:00,あるところにお金持ちのオジサマいて、バスを貸し切って自分の夢を伝える無料ツアーをしました。すかさずその夢はデマだ！と叩く人たちが現れました。本気で内容を否定したいんだったら、どうしてその倍のバスを自費で貸し切って、自分たちの思い通りの歴史を伝えるツアーを開催しないのかしら？,,,0,0,35,94
1.33E+18,nyaa_naosuke_su,2020/11/7 10:50,孫向文「関空からコロナ感染者が逃げた」とデマを吐き、関空に公式に否定されても「その報道こそデマだ！」と強弁する陰謀論者ぶりを露わにする : 脱「愛国カルト」のススメ https://t.co/f0NPMs5b9C,,,0,0,406,978
1.33E+18,t_kaseki,2020/11/7 10:05,何となく足しておくと、シンプルな言葉で物事を肯定する分に関してはともかく、否定する連中については注意した方が良い。否定というのは肯定と比較すると難易度が格段に異なることが多いのだから。やたらデマだ何だと調子よく言い募る連中は反証の可能性のある事柄を投げつければすぐに逃げる。,,,2,0,790,988
