id,user,created_at,text,列1,列2,fav,RT,follower,follows
1.29135E+18,Tsuji_p,2020/8/6 12:33,デマ流してることは否定しないのかww https://t.co/4Rgmt1uS5Q,-1,,0,0,691,312
1.29135E+18,oomisoka31,2020/8/6 12:25,岡江久美子さん「ヘビースモーカー」のデマを長女、大和田美帆が完全否定　ネットの声「信じてしまっていた」「真実が知れて嬉しい」 (iza（イザ！）) - LINE NEWS https://t.co/YGT5wNgJAo #linenews @news_line_meから,1,,0,0,544,984
1.29133E+18,mokonuco,2020/8/6 11:12,「エビデンスベースで否定できないのでデマと断じるのは早い」などと擁護することはできない。極めて杜撰な研究で全国を混乱に陥れただけで「水でのうがいは効果がある可能性アリ」という情報のほうが買い占めを誘発しないだけマシだ。「水うがいは効果がある」も「デマと断じる」のは同じく危険だろう,-1,,1,0,1057,423
1.29132E+18,junusuijunusui,2020/8/6 10:31,@renho_sha 批判はいいけどデマはダメ。公式に否定、指摘して良かったと思います。デマを流しても大丈夫だと思われるので。,-1,,1,0,906,1687
1.29132E+18,keiba_sports,2020/8/6 10:30,武豊騎手がTwitter始めるってデマだったんですか！？池添騎手がInstagramで否定してます?? https://t.co/vI9KnxJ51k,1,,20,8,673,479
1.29131E+18,aoi_quon,2020/8/6 10:04,@TakaTekaP 他があまりにもデマで溢れてたから、一概に否定出来ないのかも毒水と比べたら泥水は素敵くらいに,-1,,0,0,80,250
1.29131E+18,SUZUKAnoKOMACHI,2020/8/6 9:34,武豊さんTwitter開設については、池添さんが否定されたそうですね！開設してくれたらより身近に感じる事ができて嬉しいですが、やはり心配になってしまうと思います(；´∀｀)しかし、デマをあげる人達は本当に色々とネタを考えるものですね《ﾟДﾟ》,1,,15,1,82,49
1.2913E+18,kuroinu9617,2020/8/6 9:11,@miho_ohwada こんなデマが流れていた事を知りませんでした。発端は、無責任な個人のツイートだとしても、万が一、メディアがこのまま伝えていたのなら、如何に裏付けや取材をせず、ただネットを漁ってタレ流しているかという証明ですね。取材をして、デマを否定するTV局が無かった事も残念です。(特にTBS),-1,,0,0,33,411
1.29126E+18,8109_HighLeg9,2020/8/6 6:47,今や、元中国共産党だった人でさえも南京の事件は否定されているのに、未だそれを肯定する反日日本人たちがいるんだけれどそういった奴等はその元中国共産党員の言い分をデマ・・・・と言い張る事ができるのだろうか？伺ってみたい処ですね～ https://t.co/eY7sbVvQ0i,-1,,3,1,120,373
1.29125E+18,Scarlet_Ammoap,2020/8/6 6:00,武豊SNSやるってのはデマかw池添がSNSで否定してるわ、残念,1,,7,1,1287,2043
1.29124E+18,yorupiero10,2020/8/6 5:00,えー千と千尋の神隠しの幻のエンディング有り得んとか否定する人見たら見た事ないからやん！ってなってしまう笑公式でも幻のエンディングはないってゆうてるらしいけど期間限定で映画館で放映されたって情報もあるからデマじゃなくない？これ。この観た記憶はどうなるん。。,-1,,0,0,25,35
1.29124E+18,as257g,2020/8/6 4:50,査読がーくらいのことを言うならデマ否定にもそのくらいコストをかけざるを得ないはずなんですよ。感情的に片方だけそのコストを要求しちゃうのは、さすがにちょっとな？（そもそもマスコミの雑報道が主な原因だしなあれ,-1,,0,0,333,191
1.29122E+18,tkurokawa31,2020/8/6 4:00,自分はタバコを吸わないからコロナにかかっでも大丈夫って思いたい人がこう言うデマを飛ばすのかな？??大和田美帆、母親・岡江久美子さんのヘビースモーカー説を否定　「喫煙者ではなかった」「悔しいなぁ」と真実明かす（ねとらぼ） - Yahoo!ニュース https://t.co/Q9sgd82gmy,1,,1,0,5295,4212
1.29122E+18,nozoooco,2020/8/6 3:44,なんのために吉村知事を出すのか。デマを明確に否定するため…ではないですよね。そんなのデマを流した本人が出なくてもできるわけだし。,-1,,6,2,1111,781
1.29121E+18,NetSweetsW,2020/8/6 3:19,知恵袋を、自ら目にしたものも否定してデマをリツイートするとは、カスかよ。,-1,,0,0,41,4
1.29117E+18,omoro_,2020/8/6 0:51,拡散力がある媒体・人間がデマ・不確定情報を発信したら即座にそれを上回る拡散力がある媒体で否定する情報を発信しないと歯止めが効かなくなるんだけど、現状そんな事やるメディアが無いし、そんな労力に見合うメリットが無いの情報化社会のハメ技になっちゃってるけどどうすんのこれ？,-1,,0,0,1126,1449
1.29117E+18,NgtDema,2020/8/6 0:48,【デマ１４】ファンと荻野の関係？荻野の所属事務所は荻野とファンとの個人交流を明確に否定している。ネットの迷探偵達が提示する証拠も嘘ばかり。https://t.co/snRcDkKayw,1,,2,2,84,85
1.29116E+18,goodsmore2,2020/8/5 23:51,「母は喫煙者じゃなかったのになぁ」岡江さん娘の大和田美帆が〝悪質デマ〟を完全否定 (2020年8月4日) - エキサイトニュース https://t.co/pDmPi6HqL4 https://t.co/EJp1B22YYv,1,,0,0,156,163
1.29114E+18,chawantaketake,2020/8/5 22:34,@matsubarakoji @2488uA 従って立憲民主党が増税派という間違ったデマをあなたが否定してください。その当時前原誠司氏は消費税率１７パーセントと主張していましたから。つい最近のファクトを隠すのはジャーナリストとして失格ですよ。,-1,,0,0,180,232
1.29114E+18,yu_and_prism,2020/8/5 22:27,@339_fever 意図的に撒かれたデマは、手間暇お金かけてやってるから、最低限同じ労力は必要ですね。拡散前に出来るだけ早く打ち消すことが大事度だし、ぶり返しても過去の公式否定コメントが使える点でも有効だと思います。,-1,,0,0,922,500
1.29114E+18,HTrr2CyfghOmaxO,2020/8/5 22:26,@desler 素人でも5秒以内くらいに判断がつくデマを、大阪府知事が会見までしてひろめ、それありかななんて垂れ流すテレビ。WHOが否定するまでもない低次元の話。検査スンナー派が多数派を制する日本ならではの嘆かわしい話だ。,-1,,16,7,183,255
1.29113E+18,rocozy,2020/8/5 22:11,「虚偽情報の拡散」よりも「デマを否定する情報の拡散」が騒動の要因だと!?問題のすり替えも甚だしい！ https://t.co/slhrJJBvxV,-1,,0,0,21,7
1.29108E+18,ksl_live,2020/8/5 18:46,注目記事→ 岡江久美子さんの娘・大和田美帆さん「母はヘビースモーカーどころか喫煙者じゃなかったのに」マスコミのデマを否定 https://t.co/fbrUDjIPdt,1,,67,33,31373,19245
1.29105E+18,kiki_19941207,2020/8/5 16:16,突然家族が亡くなっただけでもう十分辛くて傷ついてるのにデマ流されて大事な人を侮辱されるって悲しくて酷すぎて言葉にならないよ。本人は否定できないんだよ。卑怯でしょ。デマ流す人は本当に心底軽蔑する。,-1,,0,0,30,279
1.29104E+18,masha4448,2020/8/5 16:14,伝える以上は吉村発言の事実は伝えるべきだし否定するにも正確なソースを用意したい。中立的に伝えるにしても騙されたり先走る層にはそれで十分。平時はデマを流すばかりだけど先行して訂正する責任も負いたくない。静観する選択が出来ればいいけどそれは一番難しい。 https://t.co/z1p8xJ3mgV,-1,,0,0,152,1053
1.29104E+18,_cta_n,2020/8/5 15:36,今日もオススメ時代のフレに14ってワンミスで滅茶苦茶になっちゃうらしくて怖くてできないと言われたんだけどそんなデマ未だに流してるの誰だよ。零式どころか絶レベルの話じゃん。なんぼ祟り神になりかけてるしいたさんでも事実に反するdisは否定しますよ。,-1,,0,0,556,579
1.29103E+18,saniyan_daimon,2020/8/5 15:15,岡江久美子さん「ヘビースモーカー」のデマを長女、大和田美帆が完全否定　ネットの声「信じてしまっていた」「真実が知れて嬉しい」：イザ！ https://t.co/CEqI8Ouj4k @iza_editより,1,,0,0,175,186
1.29102E+18,biyou_yamedoki,2020/8/5 14:38,わたしはインターネット老人会の会員なのでニュースとためしてガッテンでやってる健康法やら民事療法には真っ向から否定意見で向き合うし、基本的に自分が理解したこと以外はデマだと思って生きてるのでハイターを加湿器に入れたりすることなく大人になりました！以上です,-1,,5,0,158,9
1.29102E+18,from20131017,2020/8/5 14:29,@WHOKobe WHO関係機関が、今、「うがい」効果を否定するようなことを発表したうえ、権力批判に便乗してデマを流すなんて決してあってはなりません。これでは、検査妨害していた人達や、マスクを同調圧力と否定した人達と同じです。,-1,,1,1,510,489
1.29102E+18,Assy162,2020/8/5 14:24,@Ichi_16jrb @94IxzlUB6jo533b @hyakutanaoki 記者の囲み会見で記録に残っている。NHK・朝日新聞・毎日新聞・読売新聞・産経新聞などの記者が揃った場所で維新首長が公に否定したことだ。それすら知らないで書いているの？それともデマだと知ったうえで書いているのか？,-1,,0,0,362,392
1.29102E+18,from20131017,2020/8/5 14:15,@WHOKobe これこそ、デマでは？今回、感染者の唾液からCOVID-19のウィルスが減ったという実験結果が出ていましたよ。そもそも感染予防になるということを意味するわけではありませんって、「うがい」の否定では？https://t.co/KkFV3by6Qc,-1,,1,1,510,489
1.29099E+18,rhino_4s,2020/8/5 12:40,そう思っていたら、大和田美帆さんの【「母は喫煙者じゃなかったのになぁ」〝悪質デマ〟を完全否定】という記事があった。そう、誤った情報は人を傷つけ、時に命を奪う。だからこそ情報の発信は慎重に慎重を期して、正しく発しなければいけない。だから、私は基本的にメディアを信じなくなりました。,1,,0,0,1,3
1.29099E+18,0wapad3504,2020/8/5 12:33,@5ugaCCP4o0JrtQf あれはTNRを否定したものではありません。TNR自体否定したこともありません。デマ流すのはやめて貰えませんか？,-1,,0,0,1213,705
1.29099E+18,4Unharmed,2020/8/5 12:20,@777joshins @GunheadSp @RT19830114 まあ徴用工も植民地支配も従軍｢慰安婦｣も否定するぐらいですから、なんにも知らないでしょうね。下の下の下の下の下、ぐらいじゃないですか？貴方の主張は本当にくだらないデマばかりですからね。釈迦に説法ってとこです??,-1,,1,0,258,166
1.29099E+18,metal_black2,2020/8/5 12:18,熟読すると幸せになれるんじゃないですか？その代わり二度と科学的に否定されてるとか言えなくなりますけど。以上です。今度その手のデマ見かけたらこれ貼りますね。,-1,,0,0,56,133
1.29098E+18,mari_bright,2020/8/5 12:12,まして今回のことは、仲も良好だった岡江さんの娘さんじきじきの言葉で喫煙者でもなかった、と完全否定です。デマは悪質。思い込みで他人の情報を流すのは危険ですよ、っていう教訓になるね。これまでデマに騙されてきた方々も一度自分の言動を振り返ってみては。,1,,0,0,562,1159
1.29098E+18,Esola07,2020/8/5 11:49,岡江久美子さん、自称医療従事者のSNS拡散により「ヘビースモーカー」に認定されてしまう。デマを長女、大和田美帆が完全否定：　https://t.co/RHfXwYV5qi @iza_edit #新型コロナウイルス感染症  #志村けん #岡江久美子 #なつっこ #安倍晋三 @yukinkoashiashi,1,,0,0,49,131
1.29097E+18,NWO42006322,2020/8/5 11:33,陰謀論否定者の特徴。彼らは自分に都合が悪い事実を頑なに認めたがらない現実逃避主義だ。息を吐くように嘘をつき、白を黒、黒を白だと言い張る虚言癖がある。デマも百万回言えば真実になると本気で信じ込んでいる、幼稚な精神異常者ばかり。そんなライアーが流すデマ風評に騙されぬように注意しよう。,-1,,0,0,811,27
1.29097E+18,A5Gt,2020/8/5 11:33,指摘してる方も、発表内容ちゃんと読んでない人が多すぎる。指摘批判は正しくやらないと、デマ広げてるのと同じです。なお、スッキリ見てましたが佐藤医師は「現時点では何とも言えない」と仰っており、否定したわけではありません。 https://t.co/lY4TlMSeWq,-1,,4,2,1753,157
1.29097E+18,iza_edit,2020/8/5 11:10,岡江久美子さん「ヘビースモーカー」のデマを長女、大和田美帆が完全否定　ネットの声「信じてしまっていた」「真実が知れて嬉しい」https://t.co/W00XhVog56,1,,5,3,14148,14
1.29097E+18,moe_tamo,2020/8/5 11:03,岡江久美子さん「ヘビースモーカー」のデマを長女、大和田美帆が完全否定　ネットの声「信じてしまっていた」「真実が知れて嬉しい」 https://t.co/0p9Px9NXAO @iza_editよりごめんなさい。私もネットの噂を信じて呟いてしまった。「?らしいよ」を拡散するのは良くないですね。反省します。,1,,0,1,21,127
1.29096E+18,chippe_hiro,2020/8/5 10:47,岡江久美子さん「ヘビースモーカー」デマ 長女の大和田美帆が完全否定 #ldnews https://t.co/heQoqpFdxl凄い気持ち分かる。真実は自分が理解していればいい、と思っててもデマが耳に入ってきたり、なぜかわざわざ教えてくるありがた迷惑なお節介なヤツっている。耳に入ればいい気分はしないんだよ。,1,,0,0,86,81
1.29096E+18,NetSweetsW,2020/8/5 10:34,キュレーションサイトの書いた情報を、自ら目にしたものも否定してデマを鵜呑みにするのは、真の意味で情弱過ぎじゃね？,-1,,0,0,41,4
1.29096E+18,singo_diamond,2020/8/5 10:30,岡江久美子さん「ヘビースモーカー」のデマを長女、大和田美帆が完全否定　ネットの声「信じてしまっていた」「真実が知れて嬉しい」：イザ！ https://t.co/ZXJXC8xwhY @iza_editより,1,,0,0,2529,166
1.29096E+18,sara_jikkyo,2020/8/5 10:24,@kanekoiroha 三密を避ける、飛沫を浴びないという基本から、もう一歩踏み込んで、気をつけるべき状況の情報を出してほしいですね。そしてデマの流布は本当に止めてほしいし、厚労省も大変だと思いますが、デマははっきり否定してほしいです…,-1,,0,0,193,386
1.29095E+18,merry_clue,2020/8/5 10:06,どっかで見た「喫煙者の方が重篤化しづらい」説を裏付ける話に・・・「母は喫煙者じゃなかったのになぁ」岡江さん娘の大和田美帆が〝悪質デマ〟を完全否定（東スポWeb） - Yahoo!ニュース https://t.co/voiXIbveDO,1,,1,0,252,943
1.29095E+18,415Gate,2020/8/5 9:54,@FIFI_Egypt 中国からの予告はデマだと否定されてますね。ただ来ないとは限らないので、今のうちに準備を。,-1,,0,0,80,823
1.29094E+18,photoshop_sence,2020/8/5 9:32,ネットニュースでこの話が出てたよね。事実を取捨選択出来ないニュースサイトが淘汰されないといけないのだが。／岡江久美子さん「ヘビースモーカー」のデマを長女、大和田美帆が完全否定　ネットの声「信じてしまっていた」「真実が知れて嬉しい」 - イザ！ https://t.co/2s9fKq08tB,1,,0,0,106,81
1.29093E+18,tundratiger,2020/8/5 8:51,メディアに言われたくない、って気持ちもある。非喫煙者なのに、ってこと報じてこなかったのかしら。 / “岡江久美子さん「ヘビースモーカー」のデマを長女、大和田美帆が完全否定　ネットの声「信じてしまっていた」「真実が知れて嬉しい」：イザ！” https://t.co/RtA3Blk8FC,1,,0,0,2299,3225
1.29093E+18,4Unharmed,2020/8/5 8:38,@torajicom @777joshins @hirumama49 @kazumyagu99 @gwangpee この通りです。日帝による植民地支配を否定するなどの悪質な発言を繰り返しており、データ付きで論破されても粘着し続け、あちこちに絡み続けています。あまりに悪質なために、こちらでも通報とブロックを呼びかけました。許し難い卑劣なデマ吐きですね。https://t.co/QNsJbS6R1q https://t.co/VALTsKzD6a,-1,,2,1,258,166
1.29093E+18,sunao_filo,2020/8/5 8:32,岡江久美子さん「ヘビースモーカー」デマ 長女の大和田美帆が完全否定 #ldnews https://t.co/sFj1J33WQf,1,,0,0,220,244
1.29093E+18,yuduki_saya,2020/8/5 8:26,@mihomiho4132413 @zono_code9 @gNqnW92R1GTRqOK @neko_yuki_nya 結局あなたの目的はなんでしょうか。デマや誹謗中傷があってはいけない、あるいは私を心配してというのが目的であれば、誤りを指摘して正させるのが筋です。そうではなく、訴訟をちらつかせてリコール運動そのものを萎縮させることが目的なのであれば、それは民主主義の否定ですよ。,-1,,5,3,1332,1056
