id,user,created_at,text,,,fav,RT,follower,follows
1.33293E+18,SaijoKosmo,2020/11/29 5:53,「桜」答弁１年以上虚偽？　安倍氏と首相「明細書なし」　ホテル側に照会せず：安倍前首相側が費用の一部を補填（ほてん）していた疑惑を巡り、安倍氏と、官房長官だった菅義偉首相は問題表面化から１年以上、穴埋めや明細書の存在を否定し、虚偽と疑われる答弁を繰り返した https://t.co/2PVBuLZ4l1,,,4,0,973,1002
1.33292E+18,ans_zero,2020/11/29 5:22,ケントさん上念さん須田さん竹田さん高橋さん。この人達の言動の不思議な一致点は2つ。「バイデン大統領」という前提で話を進める。「組織的」不正の疑惑を深めるような事実は否定するか触れない。米国の左派メディアと全く同じスタンスなのは何故でしょう。#虎8,,,1,0,26,11
1.33292E+18,satrange0841,2020/11/29 5:12,もしくはあっても軽微と判断しているだけで、少なくともツイッター上に上がってくる膨大な疑惑や識者の指摘の否定には程遠い。ケントもだが、上念のこういう態度には嫌悪感しかない。トランプが逆転しても「可能性が低いと言っただけで断定はしなかった。」と言い逃れすることは容易に予想できるし、→,,,0,0,1372,1814
1.33292E+18,satrange0841,2020/11/29 5:12,殊更に、あたかもトランプ大統領擁護派の日本人の深刻な大問題であるかのように誇張し、大声で批判する。自分たちは金儲けに走らず、事実を重視すると正義づら。その後のトークでも、仮に不正があったとしても大勢に影響せず、トランプ逆転の可能性はほぼないとの結論。でもそれは一部の疑惑の否定、→,,,2,0,138,133
1.33291E+18,hisato_zz,2020/11/29 5:05,佐藤健がたけもねお揃い指輪の疑惑を否定！(動画あり)https://t.co/8xjPzmMVwL#佐藤健#上白石萌音 #恋つづ#恋は続くよどこまでも#SUGAR,,,2,1,1462,18
1.33291E+18,hinoshirosan,2020/11/29 4:52,貴方の傍にもいる全体主義者の特徴1.気勢を上げて勝利を主張、反対や疑念の主張をブロック2.疑惑は一切認めず、反対の声を抑圧3.捏造報道で信憑性を否定し、真実から遠ざける4.相手を攻撃する事で、焦点を反らす5.嘘とプロパガンダを繰り返し報道https://t.co/QcxTmH1H6L @YouTubeより,,,0,0,60,535
1.3329E+18,kemomo_ko7,2020/11/29 4:21,２．すべてを否定し、最後まで否定し、不正選挙に関する外部のすべての疑惑と問題点を認めない３．他人を貶めて、その信用を破壊しすべての内部告発者や抗議者を中傷し、彼らの信用を損ないさせる,,,0,0,189,330
1.3329E+18,_gyotaku_,2020/11/29 4:12,冷凍食品についてたからを立証するには、その前にどこかでヒトヒト感染して大騒ぎしてた経緯が必要だと思います。武漢起源説は自分はあまり信じてなかったんですが（11月ぐらいから各地で同系が流行っていた疑惑があった）、しかし中国起源説全体を否定するには広域な調査と論証が必要になる。,,,0,0,1388,3291
1.3329E+18,Mahiro_dora,2020/11/29 4:08,否定することに忙しくて前提を見れてない疑惑,,,15,7,752,843
1.33289E+18,RJSP_Pigeon,2020/11/29 3:46,冷凍食品に付着してたのだとしたら中国→日本などに輸出された疑惑も否定できない。被害側だと主張するのならウイルス見つかった時点ですぐに存在を認めて発信すれば良かっただろうに。詰め甘いなシナ当局。 https://t.co/VUlBlNZOYt,,,1,1,78,174
1.33288E+18,JjowiXr10QjMwSj,2020/11/29 2:48,続き　安倍晋三前首相側が支持者らの夕食会「桜を見る会前夜祭」の費用の一部を補塡した疑惑。東京地検特捜部の捜査で事実と確認されれば、首相在任中に一貫して補塡を否定し、違法行為はないと主張してきた説明は土台から崩れる。,,,1,0,1442,1095
1.33285E+18,Pekomama2010,2020/11/29 0:55,左翼の政変を見透す 世論で政権を乗っ取る五つのステップ①先に気勢を上げ勝利を宣言する。ー言論統制②全ての疑惑を否定し、最後まで不正を否定し続ける。③他人を貶して信用を棄損する。ー世論攻撃＆破壊④対戦相手の告発を攻撃する。⑤①～④を繰り返し注ぎ込む。https://t.co/nnhIlRekSH,,,3,0,674,581
1.33285E+18,hazuki2629,2020/11/29 0:54,米における左翼のクーデター的世論戦は、3DCRモデルに集約できる1）先に気勢をあげてバイデン勝利を宣言し、世論の主導権を握る2）全てを否定し最後まで否定し、不正選挙に関する外部の疑惑と疑問点を認めない3）他人を貶めて信用を破壊し、内部告発者や抗議者を中傷彼らの信用を失う,,,fav,RT,follower,follows
1.33284E+18,lastqween,2020/11/29 0:25,テドロスは、生粋の共産主義者。QT : WHOテドロス事務局長、母国の紛争介入疑惑を否定 https://t.co/iyNYWgkNAy @afpbbcomより,,,1,0,6,53
1.33284E+18,QME_jp,2020/11/29 0:12,ショパン同性愛者説は、下のURLの記事でわかりやすく紹介されていますが、その説は歴史家により否定されてきました。（記事の中では「同性愛疑惑」という表現が用いられていますが、2003年作成の古い記事なので、今それにかみついて炎上させるのは、どうかご容赦願います）→https://t.co/3EZ1O9NhPp,,,0,0,10,77
id,user,created_at,text,,,0,0,15,120
1.33303E+18,lrEeHidRCRwMOVN,2020/11/29 12:29,@kazuyahkd2 いつも情報発信ありがとうございます。KAZUYAさん、百田さんがファンをけしかけたというのは「疑惑」です。百田さんは否定しています。不確かなことで騒ぐのは大統領選挙と同じになってしまいますよ。KAZUYAの大統領選挙への冷静な意見が理解できるだけに、今回の騒ぎが見ていて辛いです。,,,0,0,28,0
1.333E+18,hensyokuka,2020/11/29 11:07,@aki_zola ご返信ありがとうございます🍀これは言っているという意図でしょうか？このツイートは存じてまして、ここで言う“一部トランプ支持者”＝“真偽不明なものを騒ぎ立てる方”で、”不正を疑う方”＝“モリカケ慰安婦云々”では無いと読み取ってる次第です。不正疑惑自体は否定していないと思いますし。,,,0,0,53,59
1.333E+18,shibagonshi,2020/11/29 11:07,左翼の政変を見透す 世論で政権を乗っ取る五つのステップ｜世界の十字路https://t.co/z6hRp4EmNY#3DCR 様式1) Declare the winner先に気勢を上げて勝利を宣言し、世論の主導権を握る。2) Deny everything外部のすべての疑惑と疑問点を否定する。（続く,,,0,0,1368,902
1.333E+18,madinacharlotte,2020/11/29 10:46,@suger_310 @uber2019tky アメリカの公的機関である国土安全保障省がネット上の不正疑惑をことごとく否定しています。(英文ですが米大統領選に興味あるなら読めますよね？)https://t.co/xrZ58tuDByこれだけをもって絶対に不正がなかったと言い切ることはできませんが、ネット上のしょーもない噂話よりは遥かに信頼できます,,,2,1,778,989
1.33299E+18,AKIYAMARIKU0408,2020/11/29 10:02,@NotVanpie 結局本人が否定し続ける限りは疑惑になるけぇな…,,,0,0,227,271
1.33298E+18,eins_xd,2020/11/29 9:45,@Crys_klee 実際どうなんでしょうね…(家にあったSFCゲーがマイナーだった疑惑は否定出来ない),,,0,0,3,20
1.33298E+18,YoshidaQzo,2020/11/29 9:10,@nipponkairagi 開票翌日から不正疑惑を否定する奴と、ずっと無言だったのに「トランプ支持だけど覆すのが難しい」と、このタイミングで言い出す奴は人間として一番信用してはいけない種類。全ては商売の為の発言。この先に何を論じようと信用出来ないし、信用してはいけない。,,,0,0,6,7
1.33297E+18,Jack06877987,2020/11/29 8:56,福岡の方々へYouTuberのKAZUYA氏が米大統領選不正の指摘は根拠が無いと、例えにソフトバンクホークスの不正を挙げ、優勝を否定するかのような発言をしています💢米大統領選は不正の疑惑も根拠も、少なくとも状況証拠も数多く出ています。同じではない💢#KAZUYA#ソフトバンクホークス#福岡 https://t.co/QVruoIuNrF,,,0,0,191,276
1.33295E+18,maaa276,2020/11/29 7:25,前にラジオの間隔あいたときは仕事疑惑を本人が否定したけど今回はこの流れなかったなあと疑ってかかった見方をしてしまう,,,2,0,99,3
1.33295E+18,umoeQLO03H67sJP,2020/11/29 7:24,2019→20万じゃなく40万借りたと知らされる現在→不倫疑惑女出てくる。本人は否定。子供出来ないからって離婚切り出される,,,0,0,77,130
1.33295E+18,akutadenshi,2020/11/29 7:14,@reiwanoharu @Yotsubarai_03 @arimoto_kaori そして文化人放送局で「バイデンジャンプ」をしたり顔で「よくある事」だと不正疑惑を鼻で笑っておられたこのところ、どうやら竹中平蔵とさして変わらないグローバリストの面をあらわにしてきたように思えます朝日や中共を批判してもグローバリスム的な物は否定しない人達多いですね,,,0,0,51,142
1.33294E+18,boosca2016,2020/11/29 6:31,安倍・菅政権は民主主義を完全否定。戦前の帝国主義は国家利益を追求したが、彼らは自己利益追求。戦前より酷い状態だ。菅政権、国会軽視も継承　「桜」夕食会補填疑惑、事実と異なる安倍氏の答弁33回判明　首相は再調査を拒否(北海道新聞)#Yahooニュースhttps://t.co/LGeA634aNu,,,12,0,973,1002
1.33293E+18,SaijoKosmo,2020/11/29 5:53,「桜」答弁１年以上虚偽？　安倍氏と首相「明細書なし」　ホテル側に照会せず：安倍前首相側が費用の一部を補填（ほてん）していた疑惑を巡り、安倍氏と、官房長官だった菅義偉首相は問題表面化から１年以上、穴埋めや明細書の存在を否定し、虚偽と疑われる答弁を繰り返した https://t.co/2PVBuLZ4l1,,,4,0,973,1002
1.33292E+18,ans_zero,2020/11/29 5:22,ケントさん上念さん須田さん竹田さん高橋さん。この人達の言動の不思議な一致点は2つ。「バイデン大統領」という前提で話を進める。「組織的」不正の疑惑を深めるような事実は否定するか触れない。米国の左派メディアと全く同じスタンスなのは何故でしょう。#虎8,,,1,0,26,11
1.33292E+18,satrange0841,2020/11/29 5:12,もしくはあっても軽微と判断しているだけで、少なくともツイッター上に上がってくる膨大な疑惑や識者の指摘の否定には程遠い。ケントもだが、上念のこういう態度には嫌悪感しかない。トランプが逆転しても「可能性が低いと言っただけで断定はしなかった。」と言い逃れすることは容易に予想できるし、→,,,0,0,1372,1814
1.33292E+18,satrange0841,2020/11/29 5:12,殊更に、あたかもトランプ大統領擁護派の日本人の深刻な大問題であるかのように誇張し、大声で批判する。自分たちは金儲けに走らず、事実を重視すると正義づら。その後のトークでも、仮に不正があったとしても大勢に影響せず、トランプ逆転の可能性はほぼないとの結論。でもそれは一部の疑惑の否定、→,,,2,0,138,133
1.33291E+18,hisato_zz,2020/11/29 5:05,佐藤健がたけもねお揃い指輪の疑惑を否定！(動画あり)https://t.co/8xjPzmMVwL#佐藤健#上白石萌音 #恋つづ#恋は続くよどこまでも#SUGAR,,,2,1,1462,18
1.33291E+18,hinoshirosan,2020/11/29 4:52,貴方の傍にもいる全体主義者の特徴1.気勢を上げて勝利を主張、反対や疑念の主張をブロック2.疑惑は一切認めず、反対の声を抑圧3.捏造報道で信憑性を否定し、真実から遠ざける4.相手を攻撃する事で、焦点を反らす5.嘘とプロパガンダを繰り返し報道https://t.co/QcxTmH1H6L @YouTubeより,,,0,0,60,535
1.3329E+18,kemomo_ko7,2020/11/29 4:21,２．すべてを否定し、最後まで否定し、不正選挙に関する外部のすべての疑惑と問題点を認めない３．他人を貶めて、その信用を破壊しすべての内部告発者や抗議者を中傷し、彼らの信用を損ないさせる,,,0,0,189,330
1.3329E+18,_gyotaku_,2020/11/29 4:12,冷凍食品についてたからを立証するには、その前にどこかでヒトヒト感染して大騒ぎしてた経緯が必要だと思います。武漢起源説は自分はあまり信じてなかったんですが（11月ぐらいから各地で同系が流行っていた疑惑があった）、しかし中国起源説全体を否定するには広域な調査と論証が必要になる。,,,0,0,1389,3290
1.3329E+18,Mahiro_dora,2020/11/29 4:08,否定することに忙しくて前提を見れてない疑惑,,,15,7,752,843
1.33289E+18,RJSP_Pigeon,2020/11/29 3:46,冷凍食品に付着してたのだとしたら中国→日本などに輸出された疑惑も否定できない。被害側だと主張するのならウイルス見つかった時点ですぐに存在を認めて発信すれば良かっただろうに。詰め甘いなシナ当局。 https://t.co/VUlBlNZOYt,,,1,1,78,174
1.33288E+18,JjowiXr10QjMwSj,2020/11/29 2:48,続き　安倍晋三前首相側が支持者らの夕食会「桜を見る会前夜祭」の費用の一部を補塡した疑惑。東京地検特捜部の捜査で事実と確認されれば、首相在任中に一貫して補塡を否定し、違法行為はないと主張してきた説明は土台から崩れる。,,,1,0,1442,1095
1.33285E+18,Pekomama2010,2020/11/29 0:55,左翼の政変を見透す 世論で政権を乗っ取る五つのステップ①先に気勢を上げ勝利を宣言する。ー言論統制②全ての疑惑を否定し、最後まで不正を否定し続ける。③他人を貶して信用を棄損する。ー世論攻撃＆破壊④対戦相手の告発を攻撃する。⑤①～④を繰り返し注ぎ込む。https://t.co/nnhIlRekSH,,,3,0,674,581
1.33285E+18,hazuki2629,2020/11/29 0:54,米における左翼のクーデター的世論戦は、3DCRモデルに集約できる1）先に気勢をあげてバイデン勝利を宣言し、世論の主導権を握る2）全てを否定し最後まで否定し、不正選挙に関する外部の疑惑と疑問点を認めない3）他人を貶めて信用を破壊し、内部告発者や抗議者を中傷彼らの信用を失う,,,fav,RT,follower,follows
1.33284E+18,lastqween,2020/11/29 0:25,テドロスは、生粋の共産主義者。QT : WHOテドロス事務局長、母国の紛争介入疑惑を否定 https://t.co/iyNYWgkNAy @afpbbcomより,,,0,0,254,485
1.33284E+18,QME_jp,2020/11/29 0:12,ショパン同性愛者説は、下のURLの記事でわかりやすく紹介されていますが、その説は歴史家により否定されてきました。（記事の中では「同性愛疑惑」という表現が用いられていますが、2003年作成の古い記事なので、今それにかみついて炎上させるのは、どうかご容赦願います）→https://t.co/3EZ1O9NhPp,,,0,0,808,381
id,user,created_at,text,,,0,0,0,26
1.33283E+18,awajionokoro,2020/11/28 23:18,@KadotaRyusho 8000万票という異常な獲得票数。これだけで充分な不正投票の疑惑を持つことはあり得る。確たる証拠が無いからと疑惑そのものを否定する神経が分からない。,,,8,0,123,172
1.33282E+18,MilkeyNooodle,2020/11/28 22:47,牛乳くんは『百田』氏の人柄に対しては否定的だし、証拠の出揃っていない疑惑を事実かの様に有り難がる人らの事も信用ならんけれど、証拠の出てる疑惑を録に調べもせず陰謀扱い…というかポリティカルフィクション扱いして陰謀論者認定する人の事も同じ様に思ってる。,,,0,0,5259,5755
1.3328E+18,The_MonosuGohan,2020/11/28 21:49,@makotoIris @0114firament @reimi00114 「やっていない！証拠があるのか！」は刑事ドラマでも犯人が使う台詞の代表ですが、それは「不正を行っていない証拠」を示せない人の台詞です完璧なアリバイや無実の証明ができるのであれば犯行の否定ではなくそれらを提示するはずです疑われたら否定するのではなく、疑惑をねじ伏せる程の証拠を。,,,0,0,1,0
1.3328E+18,pwzBU6KMxCYnzUp,2020/11/28 21:17,@JoL5giK2NEbkbfF @kazuyahkd2 確かに真意はその通りと拝察しておりました。しかし、トランプ再選を信じることは、疑惑を肯定することで、モリカケの左派と同じ、更にトランプ再選の可能性はゼロに近いとの主旨の発言されておいでです。これって、トランプ再選を信じる方々の全面否定と受け取られても仕方ないのでは？と思いますが,,,1,0,26,11
1.33279E+18,former_cat,2020/11/28 21:10,茂木さんの外国人地方参政権賛成は20年前の主張で今は否定している。当時の政治状況でそう主張してただけってひといる。なら、これから外国人が増えて状況が変わればまた賛成に回るかもしれないってことでは。あと、なぜホムペからその部分を削除（見え消し）しないのか疑惑はさらに深かまった・・・,,,0,0,3683,4900
1.33277E+18,hisato_zz,2020/11/28 19:35,佐藤健がたけもねお揃い指輪の疑惑を否定！(動画あり)https://t.co/8xjPzmvkFd#佐藤健#上白石萌音 #恋つづ#恋は続くよどこまでも#SUGAR,,,0,0,2,51
1.33275E+18,MGVsdUqjLwV5A0m,2020/11/28 18:21,アメリカ大統領選。投票結果の統計解析や報告されている不正とその手口の数々。客観的に見ても状況証拠があまりにも多すぎて間違いなく不正は存在したんだろうと思う。しかも極めて大規模な不正だ。世界の盟主たるアメリカで起こった民主主義システムを根本から否定しかねない疑惑。固唾を呑む。,,,0,0,3,4
1.33275E+18,saikyoshinwa66,2020/11/28 18:18,米大統領選討論　バイデン氏息子の疑惑否定 https://t.co/QJzOGPPhLU @YouTubeより,,,0,0,81,145
1.33274E+18,waru_ja,2020/11/28 17:19,@arimoto_kaori 厳密に言うとまだ結果は出ませんしね。不正があったであろう数々の疑惑、それらを正しく伝えないメディア。往生際が悪い？バイデンで決まり？選挙が操作された可能性が否定できないなら全てを調査して白日の元にと願うのはいけない事なのでしょうか？異議を唱えるのは候補者の権利だと思います。,,,0,0,217,224
1.33274E+18,tantakatan_kei,2020/11/28 17:19,@yocchinn_dayo いやもう終わってるんよ否定が弱ければこいつやってるなってなって否定すれば疑惑が膨らむんよ,,,1,0,77,62
1.33271E+18,napori_ankake,2020/11/28 15:40,@T_T_Licca 掛谷先生が保守派に対して「ファクトなき意見は陰謀論」と切り捨てるのでね。それならば掛谷先生本人はファクトを以て不正を否定しているのだと思ったのですけどね。不正疑惑派の批判をなさるので「不正＝デマ」と思っていたけど、どうも「不正＝事実」みたいなので。変説したとは言いませんよ？,,,0,0,31,49
1.33271E+18,hoa07135127,2020/11/28 15:31,だいぶ本筋が動きましたね！ただ予想していた、ひなちゃん死亡説（これに関してはまだ疑惑判定だけど）やひなちゃんたち目線の世界と鈴木くん目線の世界が違う説も否定されたので、これからどんな展開になってどうまとめあげるのか更に気になるо(*&gt;&lt;)(&gt;&lt;*)о#神様になった日,,,3,2,197234,136
1.33271E+18,cyzo,2020/11/28 15:27,ダレノガレ明美は“パパ活”疑惑を完全否定！ 一方マッチングアプリには職業欄“芸能人”も…#ダレノガレ明美 #パパ活 https://t.co/E0TcVoodYw,,,0,0,44,93
1.33271E+18,nS2kE44WLWcd5vr,2020/11/28 15:24,紅しょうが・稲田　オール阪神の愛人説を否定も「３万円食事」　巨人とデート疑惑も（デイリースポーツ） https://t.co/nqCHl4f5dS,,,1,0,959,1289
1.33267E+18,ringodon_neko,2020/11/28 13:12,@KAMINO_KUNI_JP 因みにトランプ、ヅラ疑惑を否定して何度か髪の毛を引っ張らせるパフォーマンスをやっていますw,,,10,0,817,1115
1.33267E+18,aa899734,2020/11/28 12:45,マクロフルオート勢が今に上位占めるから早めに対策してね元々いたオート勢がかわいそうだからオート禁止はやめてねって意見だそうとしたけど、なんでオート否定しているくせにオート勢かばってんの？って思われるかも。マクロ(疑惑)オート勢で大量発生で色々荒れそうなのが嫌なだけなの,,,7,0,90,200
1.33267E+18,heat_haze_summe,2020/11/28 12:40,我が家の暗殺チーム設定は描きたいけど未だにソルジェラのキャラクターが私の中で確立していないソルベ→科目でクールなお兄さん。金にがめついらしいが単に働いた分の報酬を貰わないと納得出来ない合理主義者。元イタリア軍のスナイパー。ジェラートとデキてる疑惑があるが肯定も否定もしない→,,,0,0,353,175
1.33266E+18,hj7htkhs,2020/11/28 12:31,@holden1023 公聴会の動画がどうしても見つからないので残念なのですが、そこにはたとえばある郡では配布した投票用紙よりはるかに多い返信があったなどとありました。もちろん宣誓供述書を書いているとはいえそれは物的証拠にはなりません。しかしそのような例が多数あるので疑惑があることは否定できないでしょう,,,0,0,643,878
1.33266E+18,holden1023,2020/11/28 12:19,@hj7htkhs FOXはもともと圧倒的にトランプ支持でしたよね。それが不正疑惑を訴えるトランプが一切証拠を示さず、民主的な選挙の結果を否定し続けているから批判する側に回ったわけです。不正があった証拠がない時点で疑惑はないですよね。疑惑ではないことの証明も何もないと思うのですが。,,,0,0,353,175
1.33266E+18,hj7htkhs,2020/11/28 12:14,@holden1023 そうは言いませんが、メディアが圧倒的に反トラであることは事実では？　そもそもなぜ彼らは、疑惑を頭から否定するのではなく、この不正疑惑が疑惑ではないことを証明しようとしないのでしょうかね？　やってますかね？　それがジャーナリストのやるべきことでは？,,,0,0,1651,2238
1.33265E+18,Mono3Nao,2020/11/28 11:45,平祐奈、平野紫耀との“交際匂わせ”疑惑が噴出… ファン激怒「燃料投下」も本人は交際否定？https://t.co/2kRhfIgtaQ,,,0,0,9,20
1.33265E+18,johnnys27h19,2020/11/28 11:45,平祐奈、平野紫耀との“交際匂わせ”疑惑が噴出… ファン激怒「燃料投下」も本人は交際否定？https://t.co/AOuEmuWdC2,,,5,1,778,989
1.33265E+18,YoshidaQzo,2020/11/28 11:34,@NikoNe_san_2525 @yamato_052 仰る通りです。勝ち負け抜きで寅さんが好きだから応援しています。それと不正疑惑は別問題です。「不正否定派」は、そこを同一視して「寅が好きだから不正を疑うのだろう」と、的外れなことを言います。そのくせ偉そうに語るから滑稽なのです。,,,0,0,387,375
1.33265E+18,shinjapan99,2020/11/28 11:31,@CDP2017 他党のことは粘着質に追及するが自党ののことは一切説明責任を果たさないのはなぜ？この動画で偉そうに語っている辻元自身疑惑の人物なのに、その疑惑についても「一度否定したのだからおしまい」で説明責任果たさず阿保か,,,6,0,538,822
1.33264E+18,chi_9ta_9,2020/11/28 10:40,@smith796000 状況証拠が出まくってるのに。裁判の結果出るまでは陰謀論、と決めつけるのは明らかに違うでしょう。売田が根拠示さないで疑惑否定してるのと大差ない。,,,0,0,320,351
1.33262E+18,ZOKUBUTSUNIN,2020/11/28 9:52,ふふ、巨人師匠、阪神師匠、おふたりとも若いですのう(笑)紅しょうが・稲田　オール阪神の愛人説を否定も「３万円食事」　巨人とデート疑惑も/芸能/デイリースポーツ online https://t.co/Q37bgMSLKO @Daily_Onlineより,,,2,0,1133,1130
1.33262E+18,tsugawa_san02,2020/11/28 9:48,@ty_polepole ？『元防衛省の政府高官は、疑惑を否定しております』？『艦これ関係者の情報によると、知らないと出来ない反応だと指摘もあり、虚偽の発言である【可能性もあります】,,,0,0,50,0
1.33261E+18,cazetsuyo,2020/11/28 8:48,平祐奈、平野紫耀との“交際匂わせ”疑惑が噴出… ファン激怒「燃料投下」も本人は交際否定？ https://t.co/CI1UUWzyqH,,,0,0,11,2
1.33259E+18,sk_kaduki_bot,2020/11/28 7:46,【十年前の事件について１】当時十五歳であった少女が卒業式に学校の屋上から自殺した事件について。遺書と思われるものが遺されていたが、ある少年へ宛てたもの。実名などは載せられていなかった。いじめなどの疑惑を持たれたが学校、両親共に否定している。,,,1,0,1091,0
1.33258E+18,kinpri666,2020/11/28 7:02,平祐奈、平野紫耀との“交際匂わせ”疑惑が噴出… ファン激怒「燃料投下」も本人は交際否定？ https://t.co/ORlvZ9qZ7o,,,0,0,10,11
1.33255E+18,norikun330,2020/11/28 5:14,@YI6jKYmRe1zHNXJ @VYxr2bT2rjjIqYk いいんですよ。あの慌てっぷり。必死こいて疑惑を否定。人の話を遮る。自分が話に割り込まれるとキレ出す。それがツイッターで回覧されて炎上。面白いじゃないですか。これから竹中氏がこういう形でテレビに出るとずっとこのパターンですよ。,,,0,0,10,11
1.33255E+18,norikun330,2020/11/28 5:14,@VYxr2bT2rjjIqYk いいんですよ。あの慌てっぷり。必死こいて疑惑を否定。人の話を遮る。自分が話に割り込まれるとキレ出す。それがツイッターで回覧されて炎上。面白いじゃないですか。これから竹中氏がこういう形でテレビに出るとずっとこのパターンですよ。,,,0,0,13873,15902
1.33254E+18,netbizaf,2020/11/28 4:30,平祐奈、平野紫耀との“交際匂わせ”疑惑が噴出… ファン激怒「燃料投下」も本人は交際否定？ ーー＞https://t.co/dgKZlShokz,,,1,1,521,4240
1.33252E+18,DbvO6egRzitVDnr,2020/11/28 2:54,（なぜ、森ゆうこ議員（あくまで疑惑を言い）vs竹中平蔵（本人は利益は得ていないと否定している）の処ばかりがＴＬで賑わうのだろう。結局、真相は分かりようがないし。自分の暮らしにそんなに重要な問題じゃない。） #朝生,,,0,0,427,178
1.33251E+18,beyondtomorrowO,2020/11/28 2:24,陰謀論だろ〜って一笑する人がいるが半沢直樹だってメグレ警部だって刑事コロンボだって最初は疑惑から入って捜査して証拠を掴むわけだから最初から否定するのはおかしいでしょ思考停止してるんじゃない？,,,3,0,1094,1661
