id,user,created_at,text,,,fav,RT,follower,follows
1.3329E+18,T0fgAmg7WFsVyEy,2020/11/29 4:22,日本に対する海外からの評価を否定しようとする風潮が蔓延中。安倍政権下の8年程で、日本に関する国際指標が低下し続けた。GDP、実質賃金、世界競争力、報道の自由度、男女平等指数、教育への公的支出……連戦連敗。この現実を否定して、「日本スゴイ」と思いたいのである。https://t.co/AHhUDGSrIs,,,2,0,139,96
1.3329E+18,uuRNIL5BJcGLnZW,2020/11/29 4:13,@RTNY6peqCmrOEIk 土日は、午前中に集中してやってます。最近は、コロナ否定派の京大の宮澤准教授や、元厚労省医務技官の木村もりよは、出てこなくなりました。が、医療現場の実情には、報道機関は疎いと、言わざるをえません。国民も二極化したみたいで 、拡大に危惧する毎日です。,,,0,0,266,828
1.3329E+18,gloomynews,2020/11/29 4:12,AFP◆米空母がペルシャ湾展開、イラン核科学者暗殺との関連は否定 https://t.co/1d7aZRsKNo 「米海軍第5艦隊（US 5th Fleet）の報道官は28日、イランの核科学者モフセン・ファクリザデ（Mohsen Fakhrizadeh）氏の暗殺に関連した何らかの「脅威」に対応するためではないと表明」※ではないと。,,,0,0,2454,0
1.3329E+18,DS7f_,2020/11/29 4:05,学校がスピリチュアル的なものを匂わせていたり、事件のアパートにも行ってたし霊的なものの存在による殺害の可能性も否定できない散歩中に霊的な物に心を乗っ取られ自殺に至ってしまって、警察がそこで本人の意思での自殺と断定してしまえば自殺と報道・サイトに載りそう,,,3,0,1759,1989
1.33289E+18,carbon_magenta,2020/11/29 3:50,@_siella ギリギリに判断って可能性は最後まで否定できない気がしてます。今、報道がGoToトラベルとかEatの事に目が行ってますけど、イベント会場でクラスタ発生したら一気にイベント叩きに行きそうな気が。。。,,,4,1,11690,11258
1.33289E+18,the_thingX,2020/11/29 3:37,また、流行語を作るんか…(´･ω･`)でも、わざわざ、こいつと不倫する相手も同罪やで…被害者は奥さんと子供やで…宮崎謙介氏「ホテルで行きすぎたコミュニケーション」2度目不倫報道を謝罪 妻の金子恵美氏は離婚を否定(中日スポーツ)#Yahooニュースhttps://t.co/lGGGOIaZSs,,,2,1,1289,1620
1.33289E+18,tss355,2020/11/29 3:37,女としてのプライドも人間としてのプライドもないやっぱり思考回路が違う宮崎謙介氏「ホテルで行きすぎたコミュニケーション」2度目不倫報道を謝罪 妻の金子恵美氏は離婚を否定(中日スポーツ)#Yahooニュースhttps://t.co/PUl8SFap1L,,,0,0,159,99
1.33288E+18,free_press_or_,2020/11/29 2:58,#マスメディア集中排除の原則 を真っ向から否定する #国家総動員法 がつくった #在京キー局システム と #クロスオーナーシップ は #独裁国の情報統制システム です。日本でも #クロスオーナーシップ の制限が必要。放送を知る　https://t.co/vM9eG0m5oC報道と民主主義　https://t.co/UhJzOQwqzk,,,8,0,2101,2531
1.33288E+18,tokujin_sv,2020/11/29 2:53,今39歳なら来年あたり脳ベルSHOWに出てみそぎかな。 #クイズ脳ベルSHOW 宮崎謙介氏「ホテルで行きすぎたコミュニケーション」2度目不倫報道を謝罪 妻の金子恵美氏は離婚を否定(中日スポーツ)#Yahooニュースhttps://t.co/EmjBaiGelR,,,5,1,1860,936
1.33288E+18,akujiki_xtrail,2020/11/29 2:48,宮崎謙介氏「ホテルで行きすぎたコミュニケーション」2度目不倫報道を謝罪 妻の金子恵美氏は離婚を否定(中日スポーツ)#Yahooニュースhttps://t.co/DWIqj3hvth,,,1,0,409,518
1.33288E+18,2nn_mnewsplus,2020/11/29 2:43,【宮崎謙介氏】「ホテルで行きすぎたコミュニケーション」2度目不倫報道を謝罪 妻の金子恵美氏は離婚を否定 https://t.co/HTzYGhWVaB,,,1,0,973,0
1.33288E+18,akizukihyuuga,2020/11/29 2:42,宮崎謙介氏「ホテルで行きすぎたコミュニケーション」2度目不倫報道を謝罪 妻の金子恵美氏は離婚を否定(中日スポーツ)#Yahooニュースhttps://t.co/9AmYWCDnQ3 　もう病気だねこれは。,,,0,0,331,340
1.33288E+18,info_history1,2020/11/29 2:40,宮崎謙介氏「ホテルで行きすぎたコミュニケーション」2度目不倫報道を謝罪 妻の金子恵美氏は離婚を否定(中日スポーツ)#Yahooニュースhttps://t.co/FRarvw50kH,,,0,0,390,380
1.33288E+18,qDqa1ySTvtkkdek,2020/11/29 2:38,@kj666japan @amenomurakumo5 @JinkoTsunami @okabaeri9111 @good12note @anmintei ネットの有用性は否定しませんが、未だにコロナの誇張報道に騙される国民が多い中、如何にして氣付かせるかです。確かに仰る様に既存の政治家に期待は出来ず、骨の有る政治家は田中角栄等の様に見せしめ的に殺害され、去勢された小型犬の様に小粒な政治家ばかりになりました。（続く）,,,0,0,97,2
1.33287E+18,moimoiji,2020/11/29 2:26,宮崎謙介氏「ホテルで行きすぎたコミュニケーション」2度目不倫報道を謝罪 妻の金子恵美氏は離婚を否定（中日スポーツ） - Yahoo!ニュース https://t.co/l6Uqzej85i,,,2,0,267,367
1.33287E+18,StoatTail,2020/11/29 2:15,@anonymous_post2 こいつらよくこの手のやるよなぁ。関係者の発言だのなんだので報道した後に、官邸が否定したらブレてるとか。,,,0,0,1039,241
1.33287E+18,mayumaro19,2020/11/29 2:06,CNNでさえトランプ大統領の再選の可能性を報じ始めたのに(笑)まー、あれだけ叩きまくれば困ってるだろーなぁー(笑)真逆の報道しないといけなくなるし。で、今の菅政権批判が安倍待望論に繋がるのも困るしー(笑)あー、不正を否定していた方々のコメントが楽しみーꉂꉂ(ᵔᗜᵔ*) https://t.co/2qr27vuEKE,,,1,0,278,77
1.33287E+18,osamu19652109,2020/11/29 2:02,@konata_takana @smith796000 @YouTube 不正がある、不正があるというが不正を認定するのは誰？僕たちではない、アメリカの司法だ。不正の報道があることをツイすることに反対はしない。だから、他人の論を否定することはできない。最終結論はアメリカの司法が決めること。それ以上でもそれ以下でもない,,,fav,RT,follower,follows
1.33287E+18,BLACKWIND000,2020/11/29 1:53,イソジン騒動引き起こし居直り図る大阪府知事 https://t.co/Hdc8z7y15B 放送直後からドラッグストアにうがい薬を求める客が殺到し、急に売り切れになるなどの弊害が出た。また製造会社の株価も、報道直後から急に値上がりした。専門家からは否定的な見解が相次いだ。吉村知事は、居直りで責任転嫁。,,,0,0,54,122
1.33286E+18,junkashi800,2020/11/29 1:48,来週(今週)は🇺🇸の動きがありそうだからドキドキしてる　(🇺🇸(🇯🇵)のメディアは大統領確定した🃏さんも認定した的報道→🃏さん否定、弁護士激怒「クラーケンを放つ」→証拠？何？脅し？→クラーケンはハッキングプログラム名だった！？今ココ)),,,0,0,1386,1079
1.33286E+18,kurtzweber,2020/11/29 1:45,「開票操作はあった」という報道（←独立系）は山ほど見るし「ホントの勝負は最高裁」だと思ってるからでは？最高裁や議会投票でもトランプ陣営の主張が否定された後がどうなるのかは興味ある。 https://t.co/59EyFA3UPR,,,0,0,271,517
1.33286E+18,hana_koti_koji,2020/11/29 1:39,文🌸されてないけど自分から真似して(本当に真似かはわからないけどそう思われて否定できない状況にされて)匂わせって言われて過去の真似も掘り起こされてって、ある意味勝手に報道される文🌸よりダサくない？ https://t.co/tJhi7fVhS7,,,5,0,2636,825
1.33286E+18,S901T,2020/11/29 1:33,@Jfv0h9Dm 私は、考えは反対の意見を持ってます。これは、春さんの考えを否定してるわけではありません。選挙は、トランプが勝ちますすよ。バイデンは犯罪者ですし、トランプを悪く報道するのも、ディープステートと中国共産党が仕組んでいますので。,,,2,0,1863,2301
1.33286E+18,T0fgAmg7WFsVyEy,2020/11/29 1:14,日本に対する海外からの評価を否定しようとする風潮が蔓延中。安倍政権下の8年程で、日本に関する国際指標が低下し続けた。GDP、実質賃金、世界競争力、報道の自由度、男女平等指数、教育への公的支出……連戦連敗。この現実を否定して、「日本スゴイ」と思いたいのである。https://t.co/AHhUDGSrIs,,,0,0,84,370
1.33284E+18,PI4TP0C8iBRQY1Q,2020/11/29 0:23,マスゴミもここまでくればただの左翼集団　トランプ大統領に対しては異常な否定報道🤬 https://t.co/CnFDXz7ClR,,,0,0,1843,4984
id,user,created_at,text,,,0,0,0,13
1.33281E+18,pGAnrlqCgFMLY0R,2020/11/28 22:31,≪極右の台頭する世界。戦争防止を最優先に≫①、国際的な軍縮合意。侵略等の禁止②、愛国主義の否定③、ファシズムの否定④、資本主義、競争主義の害悪を知る⑤、権力の平等、分散⑥、公共良識基準や風紀を真剣に守る⑦、教育、文化、報道の見直し⑧、政治、社会の議論を活発化する,,,1,0,340,1237
1.33281E+18,nekonooya,2020/11/28 22:05,@SeiyouKaboChan おはようございます！連日の感染者更新と報道されると麻痺してきます。メディアも大騒ぎするので万単位とでもなったらなんとするか。GoToの始まりは囃したて、今は否定論に早変わり。もっと冷静に見て欲しい。株はコロナバブル、実経済はコロナ不況と矛盾。今日も良い一日を～♪,,,0,1,3319,4934
1.33278E+18,ysd_0311,2020/11/28 20:07,観月ありさ、上原さくらの元夫との結婚報道に親友○○が否定。 https://t.co/cMbw8EDOp6,,,0,0,188,2
1.33277E+18,okick3,2020/11/28 19:22,読売がお茶でウィルス殺せるって記事出してきた。お茶は風邪予防ってみんな知ってる。元々その程度の風邪。もう洗脳偏向報道をガンガン否定してほしい。ダイオキシン、赤十字、板橋中央病院のスッパ抜き同様に今のコロナ騒ぎを完全否定することで最終的に部数伸びますから読売さんどうかお願いします。,,,0,0,1640,2223
1.33276E+18,tmmnetwork3341,2020/11/28 19:06,はたして真実かどうか別に否定的な意味ではなく、胡散臭い選挙結果なのにごり押しできるアメリカにがっかりしてるし、どっちが勝ってもいいから不正があるのかないのかはっきりしろよと日本の報道に全く期待できないがネットも鵜呑みにはできないのでね…,,,0,0,1647,1773
1.33276E+18,yeah2_nanoworld,2020/11/28 18:51,7月21日時点で事務所側は遺書の存在を否定している。三田署も然り。て事は何処の誰が報道にGoを出したのか？要人が不審死した時と同等の案件なのでは？ https://t.co/C9INDdEBwm,,,4,0,183,360
1.33276E+18,iiu1C0GhMgqBLnH,2020/11/28 18:39,#ポンペオ国務長官の発言にホッとするホワイトハウスで取材するBBCのタラ・マクルヴィー記者によると、オブライエン補佐官の発言についてジャッド・ディーア報道官に確認したところ、「現時点では政権移行などない」と否定したという。,,,0,0,114,220
1.33275E+18,adachi2_adachi,2020/11/28 17:59,普通の市民が宣誓供述書を書き、実名と顔まで出して証言してるのをデタラメだ根拠が無いなんて言ってしまったら、マスコミが書く記事なんて、情報源の秘匿を特権に真実として報道することそのものに対する自己否定になりませんか？,,,0,0,135,195
1.33275E+18,carefree_people,2020/11/28 17:58,そういえば岡田厚生館事件で身体張った毎日の報道をデマだと否定したのは朝日だったなぁ…ほんと、信用ならないとこだ…,,,2,0,3,42
1.33274E+18,yasu_yasuno_sa,2020/11/28 17:55,米第5艦隊の報道官は「特定の脅威があったわけではない」と述べ、暗殺との関連を否定。トランプ政権が表明したアフガニスタンとイラクの駐留米軍削減の支援が目的で、「いかなる脅威にも対抗し、撤収する米軍に対する敵の行動を防ぐためだ」と強調した。展開したのは暗殺2日前の25日という。,,,30,1,1184,1051
