id,user,created_at,text,,,fav,RT,follower,follows
1.32E+18,Fehling_solut,2020/11/4 4:41,バイデン氏の息子、不正行為否定　ウクライナ疑惑めぐり: 日本経済新聞 https://t.co/Qv60kSSFfk,1,,1,0,273,363
1.32E+18,sirabee_news,2020/11/5 22:41,特集をキッパリ否定小林礼奈、流れ星・瀧上との匂わせ疑惑に苦笑い　「何も狙ってたわけじゃなく…」 | ニュースサイトしらべぇ https://t.co/psxqoehJUy@sirabee_news #小林礼奈 #瀧上伸一郎,1,,1,1,103095,288
1.32E+18,minalynx7,2020/11/5 8:24,拡散されたデマは、ウィスコンシン州の開票作業で『突如謎の12万票が追加された』『投票率が100%を超えた（200%とも）』『怪しいので州兵が集計に参加』など。しかし、ウィスコンシン州の選挙管理委員会のほか、保守系のFOXニュースなどが相次いでこの疑惑を否定している。https://t.co/xchL118S0I,1,,6,12,8,194
1.32E+18,Tennis_Classic_,2020/11/5 6:56,【ズベレフが元恋人への暴行疑惑を改めて否定「真実でない」】↓Click!!https://t.co/JcVldPnK5j#ズベレフ#テニス#テニスクラシック#alexanderzverev#tennis#tennisclassic,1,,1,0,1889,456
1.32E+18,GOMAmura,2020/11/6 8:26,ホン・ジニョン、論文の盗作疑惑を否定…事務所がコメント「審査した教授にも確認…絶対にやっていない」 https://t.co/wUhcwn93WK,1,,0,0,1155,1135
1.32E+18,jagata_kun,2020/11/4 8:02,【俳優】伊藤健太郎の事務所、「車を買い与えた」報道を否定　　前の事務所時代に購入  [muffin★] https://t.co/DWlZXPChZX,1,,0,0,21763,17444
1.32E+18,LdHuuQhUnEPBm5U,2020/11/5 4:15,A.B.C-Z、事務所退所の江頭2:50に感謝もジャニーズ勧誘は否定「江頭さんの良さがなくなる」https://t.co/GWc8XvlgGj,1,,0,0,1077,1040
1.32E+18,The_sekizous,2020/11/3 22:36,【朝日報道】宮崎大輔容疑者、被害者が暴力否定https://t.co/AeWIAR9YX5暴行容疑で逮捕・送検された宮崎大輔容疑者の弁護人が3日、取材に対し、女性が「暴力は振るわれておらず、髪の毛を引っ張られてもいない」と話していることを明らかにした。被害届を出す予定はないという。#宮崎大輔,1,,0,0,1824,3378
1.32E+18,inkyoto_now,2020/11/4 14:13,小泉環境相、温室効果ガスゼロ目標の報道否定　国民・玉木氏への「事前説明」で https://t.co/WRqn0Chl7C @Sankei_newsより 「脱炭素の理解者を増やしていく活動は幅広くやっていきたい」と語った。,1,,0,0,935,897
1.32E+18,Sanaenoblog,2020/11/4 8:56,アデル、ラッパーのスケプタとの交際報道を否定「私は猫好きシングル女性」(ELLE ONLINE) https://t.co/bW3cd1lLts,1,,0,0,578,732
1.32E+18,marvelnewsjapan,2020/11/4 6:08,マーベル「シー・ハルク」主演と報じられた女優、報道を否定 - モデルプレス https://t.co/GyBem8tAcc https://t.co/u9nL0IfLRl,1,,0,0,368,8
1.32E+18,pa_pa_ra,2020/11/5 23:51,NEWS 『韓国WTO候補 辞退を検討か』韓国政府が、兪明希（ユ・ミョンヒ）産業通商資源部通商交渉本部長のWTO事務局長候補辞退案を事実上、決定したと朝鮮日報が報じた。韓国政府は報道を否定している。 https://t.co/3OIARwwgJk,1,,0,0,2953,2943
1.32E+18,saiha_rss,2020/11/5 12:05,『STAR WARS：スコードロン』開発スタジオが「新たなスターウォーズゲームに取り組んでいる」との報道を否定 https://t.co/xx3zCu7RTk,1,,0,0,294,7
1.32E+18,hatugenchu,2020/11/6 23:04,プーチン大統領パーキンソン病で辞職と報道　露否定 - 社会 : 日刊スポーツ https://t.co/VyVp7Hw8Fu https://t.co/1g9OXf3mKb,1,,1,1,2840,2018
1.32E+18,pabeljapan,2020/11/6 21:41,プーチン氏に健康不安か　英大衆紙、ロ政府は全否定 https://t.co/1Ebitsh2ez 英大衆紙サンは6日、ロシアのプーチン大統領（68）にパーキンソン病の疑いがあり、来年初めに辞職する予定だと報じた。複数のロシア政治専門家が情報源だとしているが、ペスコフ大統領報道官は同日報道を完全否定。,1,,0,1,673,721
1.33237E+18,JG26487434,2020/11/27 17:18,爆問・田中「10億円豪邸建設中」報道を否定「違うからね、間違っているからね本当に」(スポニチアネックス)#Yahooニュースhttps://t.co/xp8U1CgiQD,1,,0,0,136,353
1.33162E+18,brainexpert134,2020/11/25 15:07,小林麻耶の“司会降板”報道をTOKYO MXが否定「事実ではない」（ABEMA TIMES） https://t.co/FLcSnhQgsF https://t.co/QZEfz0G5ZV,1,,0,1,807,1661
1.3312E+18,conan3,2020/11/24 11:49,オンラインクレーンゲーム「トレバ」運営会社、“スタッフが裏操作”の報道について不正を否定(ねとらぼ)#Yahooニュースhttps://t.co/cy2FlO3GJj,1,,0,0,2618,1955
1.33045E+18,kiyotarou69,2020/11/22 10:09,アメブロを投稿しました。『山下智久「祖母の葬式を欠席」報道を妹が完全否定「祖母は元気です」』#アメブロ #山下智久 https://t.co/VJHTXNJ8lf,1,,0,0,172,1351
1.32994E+18,goal_fun,2020/11/21 0:19,セバージョス＆D・ルイスが練習中に衝突と報道…アルテタは「視力が悪くて…」とジョークとともに否定 https://t.co/dmYl3JYBIO,1,,0,0,4910,427
1.32994E+18,sportsyaru1,2020/11/21 0:11,ハメスが報道に反論。不振コロンビア代表のチーム内不和を強く否定 https://t.co/lMGpRYgNeS https://t.co/WKcuT1iBE0,1,,0,0,194,136
1.32979E+18,AchillesAntenna,2020/11/20 13:54,山下智久の妹・山下莉奈が祖母死去報道を完全否定。女性セブン記事に反論、ガセネタと判明で批判殺到…画像あり https://t.co/cezON7sM7w,1,,3,2,973,0
1.33279E+18,aokabi15,2020/11/28 20:39,【疑惑否定】株式会社ジョニーザラシCEO「創価学会との繋がりはない」集団ストーカー業務依頼で有名な株式会社ジョニーザラシのCEOの荒川誠氏は創価学会とのつながりを否定している。しかしWikipediaには・・https://t.co/1CTIEK6Ebhhttps://t.co/3N2qnfLlRE,1,,1,0,6,53
1.33276E+18,tiny_motion,2020/11/28 19:01,ダレノガレ明美は“パパ活”疑惑を完全否定！ 一方マッチングアプリには職業欄“芸能人”も… #日刊サイゾー #芸能 https://t.co/o85WBnI1uH,1,,0,0,10,77
1.33211E+18,massazisumaile,2020/11/26 23:33,加藤茶　ヅラ疑惑否定＆現役宣言　若妻とは運命の赤い糸で結ばれていた？(東スポWeb)#Yahooニュースhttps://t.co/DeonX2aJ6S,1,,0,0,15,120
1329803099834175489,masahirotuchiya,2020-11-20 15:05:40,ハメス・ロドリゲスとチームメイトの喧嘩はデマ、6失点惨敗もコロンビアサッカー連盟が公式に否定 https://t.co/CdIo1kMJzT,1,0,26,16



1.33156E+18,Favcapture,2020/11/25 11:16,【かまいたち山内】不倫報道での自粛に否定的「僕は自粛する気ない」 [首都圏の虎★] https://t.co/IxD5ZrzM3j,0,,2,0,435,78
1.33E+18,tsuda,2020/11/9 5:55,「公には選挙結果の受け入れを拒んでいるが、複数の関係者がＣＮＮに語ったところによると、私的な場では選挙結果を否定していない」というのは、いよいよ債務のために資金集めしてる疑惑が濃厚に……。https://t.co/EBPx7JDgiX,0,,1,0,100,162
1.33E+18,rexxxxxxx23,2020/11/10 8:48,ジャニーズ事務所、事実無根ですって否定してくれ...おねがい...,0,,9,1,1399,1288
1.32E+18,fjxxxx,2020/11/6 6:33,EXO・チャニョルの十股疑惑もTWICE・チェヨンの彫り師との熱愛も事務所が一々否定しなかったといふだけで認めたわけではないですよ。,0,,3,0,348,2332
1.32E+18,kahori_haru,2020/11/4 22:36,伊藤健太郎くんの事務所社長はちゃんとしてるね、彼への誹謗中傷を否定して守ってるね、普通そうだよね…,0,,2,1,40,116

